objectid,filename,document type,title,claim name,claim number,claim type,creator,date,description,subject,location,county,district,township,range,section,latitude,longitude,source,identifier,type,format,language,associated name,,
payday001,Payday.jpg,Folder Contents,Payday Folder Contents,Payday,,Lode,,,Folder Contents,Contens;Payday,Beaverhead,Beaverhead,Argenta,06S,10W,7,45.3194,-112.8744,,,Image;StillImage,image/jpeg,eng,Next To Mayday,,
peat_lease001,Peat_Lease.jpg,Folder Contents,Peat Lease Folder Contents,Peat Lease,,Lode,,,Folder Contents,Contens;Peat Lease,Beaverhead,Beaverhead,Ajax,04S,16W,20,45.4697,-113.6064,,,Image;StillImage,image/jpeg,eng,Peat Lease,,
peterson_deposit001,Peterson_Deposit.jpg,Folder Contents,Peterson Deposit Folder Contents,Peterson Deposit,,Lode,,,Folder Contents,Contens;Peterson Deposit,Beaverhead,Beaverhead,Monida,15S,09W,1,44.5617,-112.645,,,Image;StillImage,image/jpeg,eng,Peterson Deposit,,
pine_tree001,Pine_Tree.jpg,Folder Contents,Pine Tree Folder Contents,Pine Tree,,Lode,,,Folder Contents,Contens;Pine Tree,Beaverhead,Beaverhead,Argenta,06S,11W,11,45.3272,-112.9108,,,Image;StillImage,image/jpeg,eng,"A/K/A Yellow Band Group And Part Of Shafer Group; Next To Pine Tree No. 2, Silverlight, Silverlight No. 2, Red Bird, Hillside",,
pioneer001,Pioneer.jpg,Folder Contents,Pioneer Folder Contents,Pioneer,,Lode,,,Folder Contents,Contens;Pioneer,Beaverhead,Beaverhead,Saginaw,07S,16W,17,45.2278,-113.5892,,,Image;StillImage,image/jpeg,eng,"A/K/A Pioneer Placer, Near Saginaw Mine",,
pioneer_placer001,Pioneer_Placer.jpg,Folder Contents,Pioneer Placer Folder Contents,Pioneer Placer,10067,Placer,,,Folder Contents,Contens;Pioneer Placer,Beaverhead,Beaverhead,Bannack,08S,11W,5,45.1676,-112.9768,,,Image;StillImage,image/jpeg,eng,A/K/A Pioneer Placer,,
placer_creek001,Placer_Creek.jpg,Folder Contents,Placer Creek Folder Contents,Placer Creek,,Placer,,,Folder Contents,Contens;Placer Creek,Beaverhead,Beaverhead,Unorganized,02S,17W,3,45.6889,-113.6891,,,Image;StillImage,image/jpeg,eng,,,
polaris001,Polaris.jpg,Folder Contents,Polaris Folder Contents,Polaris,,Lode,,,Folder Contents,Contens;Polaris,Beaverhead,Beaverhead,Polaris,05S,12W,28,45.366363,-113.083924,,,Image;StillImage,image/jpeg,eng,"Near Silver King Mine; Near Apex, Silver Fissure Claims; Rosalind",,
pomeroy001,Pomeroy.jpg,Folder Contents,Pomeroy Folder Contents,Pomeroy,,Lode,,,Folder Contents,Contens;Pomeroy,Beaverhead,Beaverhead,Blue Wing,07S,11W,28,45.1989,-112.9664,,,Image;StillImage,image/jpeg,eng,Near Del Monte Mine; A/K/A Brick Pomeroy,,
pride_of_the_west001,Pride_Of_The_West.jpg,Folder Contents,Pride Of The West Folder Contents,Pride Of The West,,Placer,,,Folder Contents,Contens;Pride Of The West,Beaverhead,Beaverhead,Bryant,03S,11W,3,45.55889,-112.9481,,,Image;StillImage,image/jpeg,eng,,,
priscilla001,Priscilla.jpg,Folder Contents,Priscilla Folder Contents,Priscilla,,Lode,,,Folder Contents,Contens;Priscilla,Beaverhead,Beaverhead,Bannack,08S,11W,8,45.1572,-112.9839,,,Image;StillImage,image/jpeg,eng,Priscilla,,
ajax015,Publications_Ajax_Mine_Noyes_Alva_1914.pdf,Publications,The Story of Ajax,Ajax,,Placer,Alva Josiah Noyes,3/28/1905,The Story of Ajax,Publications; Ajax,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-89,,
puzzler001,Puzzler.jpg,Folder Contents,Puzzler Folder Contents,Puzzler,,Lode,,,Folder Contents,Contens;Puzzler,Beaverhead,Beaverhead,Bloody Dick,,,,,,,,Image;StillImage,image/jpeg,eng,Puzzler,,
quartz_hill001,Quartz_Hill.jpg,Folder Contents,Quartz Hill Folder Contents,Quartz Hill,,Lode,,,Folder Contents,Contens;Quartz Hill,Beaverhead,Beaverhead,Vipond Park,01S,11W,25,45.715,-112.8992,,,Image;StillImage,image/jpeg,eng,A/K/A Lone Pine Group;,,
queen_mab001,Queen_Mab.jpg,Folder Contents,Queen Mab Folder Contents,Queen Mab,,Lode,,,Folder Contents,Contens;Queen Mab,Beaverhead,Beaverhead,Byrant,,,,,,,,Image;StillImage,image/jpeg,eng,Queen Mab,,
queen_of_the_hills001,Queen_Of_The_Hills.jpg,Folder Contents,Queen Of The Hills Folder Contents,Queen Of The Hills,,Lode,,,Folder Contents,Contens;Queen Of The Hills,Beaverhead,Beaverhead,Vipond Park,02S,11W,10,45.6719,-112.9539,,,Image;StillImage,image/jpeg,eng,Near Sheep Mountain Mine & Faithful Mine,,
ram_lode001,Ram_Lode.jpg,Folder Contents,Ram Lode Folder Contents,Ram Lode,10085,Lode,,,Folder Contents,Contens;Ram Lode,Beaverhead,Beaverhead,Elkhorn,04S,12W,15,45.48599,-113.0705,,,Image;StillImage,image/jpeg,eng,"Near White Seal, Grotto, Atlas, Lost Cloud, Polaris Claims",,
randall001,Randall.jpg,Folder Contents,Randall Folder Contents,Randall,,Lode,,,Folder Contents,Contens;Randall,Beaverhead,Beaverhead,Blue Wing,07N,11W,33,45.1828,-112.9567,,,Image;StillImage,image/jpeg,eng,Adjoins Kent Mine,,
red_sky001,Red_Sky.jpg,Folder Contents,Red Sky Folder Contents,Red Sky,5035,Lode,,,Folder Contents,Contens;Red Sky,Beaverhead,Beaverhead,Elkhorn,04S,12W,23,45.478164,-113.053296,,,Image;StillImage,image/jpeg,eng,,,
red_steer_prospect001,Red_Steer_Prospect.jpg,Folder Contents,Red Steer Prospect Folder Contents,Red Steer Prospect,,Lode,,,Folder Contents,Contens;Red Steer Prospect,Beaverhead,Beaverhead,Vipond Park,01N,12W,19,45.8221,-113.14075,,,Image;StillImage,image/jpeg,eng,,,
red_top_no_2,Red_Top_No_2.jpg,Folder Contents,Red Top No 2 Folder Contents,Red Top No 2,9847,Lode,,,Folder Contents,Contens;Red Top No 2,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.486185,-113.039845,,,Image;StillImage,image/jpeg,eng,Near Idanha No. 2,,
reliance001,Reliance.jpg,Folder Contents,Reliance Folder Contents,Reliance,,Lode,,,Folder Contents,Contens;Reliance,Beaverhead,Beaverhead,Unknown,06S,10W,18,45.313,-112.8746,,,Image;StillImage,image/jpeg,eng,"Near Goodview, Midnight, Ground Hog, Carbonate Sylvia Mines",,
rena001,Rena.jpg,Folder Contents,Rena Folder Contents,Rena,,Lode,,,Folder Contents,Contens;Rena,Beaverhead,Beaverhead,Argenta,06S,10W,18,45.3139,-112.8819,,,Image;StillImage,image/jpeg,eng,"Near May Day, Goldfinch, Goodview, Sylvia, Carbonate, Golden Era Mines",,
ajax016,Reports_Ajax_Mine_Bulletin_85_MBMG.pdf,Reports,Ajax Mine General Informaiton,Ajax,,Placer,,,Ajax mine general informaiton,Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-90,,
ajax017,Reports_Ajax_Mine_Location_Information.pdf,Reports,Ajax Location Information and Summary,Ajax,,Placer,,,Ajax Location Information and Summary,Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-91,,
ajax018,Reports_Ajax_Mine_Mine_Summaries_and_Descriptions.pdf,Reports,Ajax Mine General Information,Ajax,,Placer,,,Ajax mine general information,Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-92,,
ajax019,Reports_Ajax_Mine_Mine_Summaries_Greene_Fred_03_1904.pdf,Reports,Report on the Ajax Group,Ajax,,Placer,Fred Greene,,Report on the Ajax Group,Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-93,,
ajax020,Reports_Ajax_Mine_Open_File_Report_USBOM_1988.pdf,Reports,"Mineral Resources of the West Big Hole Study Area, Beaverhead County, Montana",Ajax,,Placer,David A. Lipton; Martin D. Conyac; Spencer L. Willettt,1988,"Mineral Resources of the West Big Hole Study Area, Beaverhead County, Montana",Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-94,,
ajax021,Reports_Ajax_Mine_USBOM_Location_Information.pdf,Reports,USBOM Ajax Location Information,Ajax,,Placer,,,USBOM Ajax Location Information,Report; Ajax Mine,Beaverhead,Beaverhead,Ajax,6S,17W,7,45.52333,-113.72389,,,Image;StillImage,application/pdf,eng,Compiled From Mcnabb; USBM; Nickelson; USGS Report 6-23-53; R.N.Appling Map 8-23-95,,
rosalind001,Rosalind.jpg,Folder Contents,Rosalind Folder Contents,Rosalind,,Lode,,,Folder Contents,Contens;Rosalind,Beaverhead,Beaverhead,Vipond Park,01S,11W,34,45.7115,-112.9361,,,Image;StillImage,image/jpeg,eng,"Olin, Grandby, Tuxedo, Polaris, Vega, Madison, Jefferson, Adson, Forest Lode, Gray Jockey, Mewonitoc, Faithful",,
rosebud001,Rosebud.jpg,Folder Contents,Rosebud Folder Contents,Rosebud,,Lode,,,Folder Contents,Contens;Rosebud,Beaverhead,Beaverhead,Chinatown,,,,,,,,Image;StillImage,image/jpeg,eng,Rosebud,,
rosemont001,Rosemont.jpg,Folder Contents,Rosemont Folder Contents,Rosemont,,Lode,,,Folder Contents,Contens;Rosemont,Beaverhead,Beaverhead,Argenta,06S,10W,8,45.3192,-112.8503,,,Image;StillImage,image/jpeg,eng,"Near Dexter, Galena, Coolidge Mines",,
royal001,Royal.jpg,Folder Contents,Royal Folder Contents,Royal,10664,Lode,,,Folder Contents,Contens;Royal,Beaverhead,Beaverhead,Bloody Dick,10S,14W,4,44.9944,-113.3308,,,Image;StillImage,image/jpeg,eng,"Discolor, Starlight, Finvalley, Eagle, Clipper Lodes",,
ruby_creek_placer001,Ruby_Creek_Placer.jpg,Folder Contents,Ruby Creek Placer Folder Contents,Ruby Creek Placer,,Placer,,,Folder Contents,Contens;Ruby Creek Placer,Beaverhead,Beaverhead,Pioneer,03S,17W,29,45.5408,113.73,,,Image;StillImage,image/jpeg,eng,"Ruby Creek Project, Arcadia",,
ruby_mine001,Ruby_Mine.jpg,Folder Contents,Ruby Mine Folder Contents,Ruby Mine,,Lode,,,Folder Contents,Contens;Ruby Mine,Beaverhead,Beaverhead,,15S,01W,1,44.55667,-111.66667,,,Image;StillImage,image/jpeg,eng,,,
ruby_quartz_lode001,Ruby_Quartz_Lode.jpg,Folder Contents,Ruby Quartz Lode Folder Contents,Ruby Quartz Lode,9965,Lode,,,Folder Contents,Contens;Ruby Quartz Lode,Beaverhead,Beaverhead,Elkhorn,04S,12W,23,45.4724,-113.0486,,,Image;StillImage,image/jpeg,eng,"Near A Jack, Hazel, Black Demon, Bonanza Claims",,
san_francisco001,San_Francisco.jpg,Folder Contents,San Francisco Folder Contents,San Francisco,,Lode,,,Folder Contents,Contens;San Francisco,Beaverhead,Beaverhead,Elkhorn,04S,12W,26,45.4578,-113.0486,,,Image;StillImage,image/jpeg,eng,"Near Perhaps, Chinaman, Magnitude, Magnet Lodes",,
sata_maira_rainbow001,Sata_Maira_Rainbow.jpg,Folder Contents,Sata Maira Rainbow Folder Contents,Sata Maira Rainbow,,Lode,,,Folder Contents,Contens;Sata Maira Rainbow,Beaverhead,Beaverhead,Utopia,05S,10W,21,45.3692,-112.8242,,,Image;StillImage,image/jpeg,eng,A/K/A Santa Maira Rainbow Group,,
shafer_prospect001,Shafer_Prospect.jpg,Folder Contents,Shafer Prospect Folder Contents,Shafer Prospect,,,,,Folder Contents,Contens;Shafer Prospect,Beaverhead,Beaverhead,Ermont,07S,11W,7,45.2386719,-112.9980663,,,Image;StillImage,image/jpeg,eng,,,
sheep_mountain001,Sheep_Mountain.jpg,Folder Contents,Sheep Mountain Folder Contents,Sheep Mountain,,Lode,,,Folder Contents,Contens;Sheep Mountain,Beaverhead,Beaverhead,Vipond Park,02S,11W,9,45.6772,-112.9694,,,Image;StillImage,image/jpeg,eng,"Near Queen Of The Hills, Faithful Mines",,
silver_belle001,Silver_Belle.jpg,Folder Contents,Silver Belle Folder Contents,Silver Belle,,Lode,,,Folder Contents,Contens;Silver Belle,Beaverhead,Beaverhead,Blue Wing,07S,11W,28,45.1997,112.9667,,,Image;StillImage,image/jpeg,eng,A/K/A Silver Belt,,
silver_dollar001,Silver_Dollar.jpg,Folder Contents,Silver Dollar Folder Contents,Silver Dollar,,Lode,,,Folder Contents,Contens;Silver Dollar,Beaverhead,Beaverhead,Blue Wing,,,,,,,,Image;StillImage,image/jpeg,eng,Silver Dollar,,
silver_glow001,Silver_Glow.jpg,Folder Contents,Silver Glow Folder Contents,Silver Glow,,Lode,,,Folder Contents,Contens;Silver Glow,Beaverhead,Beaverhead,,,,,,,,,Image;StillImage,image/jpeg,eng,North Of Yellow Band Mine; Includes Sunflower,,
silver_king_t3s_r11w_s11001,Silver_King_T3S_R11W_S11.jpg,Folder Contents,Silver King T3S R11W S11 Folder Contents,Silver King T3S R11W S11,,Lode,,,Folder Contents,Contens;Silver King T3S R11W S11,Beaverhead,Beaverhead,Bryant,03S,11W,11,45.5867,-112.9258,,,Image;StillImage,image/jpeg,eng,Part Of Hecla Group; Near Minnie Gaffney; Harvey & Day Claims,,
silver_king_t5s_r12w_s28001,Silver_King_T5S_R12W_S28.jpg,Folder Contents,Silver King T5S R12W S28 Folder Contents,Silver King T5S R12W S28,,Lode,,,Folder Contents,Contens;Silver King T5S R12W S28,Beaverhead,Beaverhead,Polaris,05S,12W,28,45.3636,-113.0844,,,Image;StillImage,image/jpeg,eng,Near Polaris Mine; A/K/A Dakota ?,,
silver_quartz001,Silver_Quartz.jpg,Folder Contents,Silver Quartz Folder Contents,Silver Quartz,,Lode,,,Folder Contents,Contens;Silver Quartz,Beaverhead,Beaverhead,Bryant,03S,11W,22,45.55889,-112.9481,,,Image;StillImage,image/jpeg,eng,Part Of Hecla Group; Near Minnie Gaffney; Harvey & Day Claims,,
silver_queen001,Silver_Queen.jpg,Folder Contents,Silver Queen Folder Contents,Silver Queen,,Lode,,,Folder Contents,Contens;Silver Queen,Beaverhead,Beaverhead,Jake Creek,10S,07W,17,44.9656,-112.4919,,,Image;StillImage,image/jpeg,eng,Silver Queen,,
silver_ridge_group001,Silver_Ridge_Group.jpg,Folder Contents,Silver Ridge Group Folder Contents,Silver Ridge Group,,Lode,,,Folder Contents,Contens;Silver Ridge Group,Beaverhead,Beaverhead,Saginaw,05S,17W,26,45.3686,-113.675,,,Image;StillImage,image/jpeg,eng,"A/K/A S & S, Slag-A-Melt-, Ranger Mines",,
silver_star001,Silver_Star.jpg,Folder Contents,Silver Star Folder Contents,Silver Star,,Lode,,,Folder Contents,Contens;Silver Star,Beaverhead,Beaverhead,Blue Wing,07S,11W,33,45.1764,-112.9514,,,Image;StillImage,image/jpeg,eng,"A/K/A Lone Star, Log Cabin",,
sir_walter_scott001,Sir_Walter_Scott.jpg,Folder Contents,Sir Walter Scott Folder Contents,Sir Walter Scott,10604,Lode,,,Folder Contents,Contens;Sir Walter Scott,Beaverhead,Beaverhead,Argenta,6S,10W,30,45.28307,-112.876395,,,Image;StillImage,image/jpeg,eng,,,
sleeping_princess_group001,Sleeping_Princess_Group.jpg,Folder Contents,Sleeping Princess Group Folder Contents,Sleeping Princess Group,,Lode,,,Folder Contents,Contens;Sleeping Princess Group,Beaverhead,Beaverhead,Bannack,08S,11W,8,45.1519,-112.9767,,,Image;StillImage,image/jpeg,eng,A/K/A Golden Leaf,,
smith_dillon_talc001,Smith_Dillon_Talc.jpg,Folder Contents,Smith Dillon Talc Folder Contents,Smith Dillon Talc,,Lode,,,Folder Contents,Contens;Smith Dillon Talc,Beaverhead,Beaverhead,Axes Creek,08S,08W,23,45.12,-112.5519,,,Image;StillImage,image/jpeg,eng,Crown Smith-Dillon; Barretts; Treasure,,
southside_placer001,Southside_Placer.jpg,Folder Contents,Southside Placer Folder Contents,Southside Placer,1282,Placer,,,Folder Contents,Contens;Southside Placer,Beaverhead,Beaverhead,Bannack,08S,11W,8,45.15195,-112.97738,,,Image;StillImage,image/jpeg,eng,French Millsite,,
spanish001,Spanish.jpg,Folder Contents,Spanish Folder Contents,Spanish,3688,Lode,,,Folder Contents,Contens;Spanish,Beaverhead,Beaverhead,Argenta,06S,11W,24,45.2953,-112.8914,,,Image;StillImage,image/jpeg,eng,,,
springfield001,Springfield.jpg,Folder Contents,Springfield Folder Contents,Springfield,248,Lode,,,Folder Contents,Contens;Springfield,Beaverhead,Beaverhead,Bannack,08S,11W,8,45.15699,-112.9862,,,Image;StillImage,image/jpeg,eng,French Millsite,,
star_1_2_3001,Star_1_2_3.jpg,Folder Contents,Star 1 2 3 Folder Contents,Star 1 2 3,,Lode,,,Folder Contents,Contens;Star 1 2 3,Beaverhead,Beaverhead,Elkhorn,01N,12W,36,45.7894,-113.0272,,,Image;StillImage,image/jpeg,eng,A/K/A Star And Star Extension Mine,,
starlight_t10s_r14w_s5001,Starlight_T10S_R14W_S5.jpg,Folder Contents,Starlight T10S R14W S5 Folder Contents,Starlight T10S R14W S5,,Lode,,,Folder Contents,Contens;Starlight T10S R14W S5,Beaverhead,Beaverhead,Bloody Dick,10S,14W,5,44.9961,-113.3292,,,Image;StillImage,image/jpeg,eng,"Near Butte, Finvalley, Bell, Discolor, Royal, Clipper, Eagle Prospect",,
starlight_t6s_r10w_s22001,Starlight_T6S_R10W_S22.jpg,Folder Contents,Starlight T6S R10W S22 Folder Contents,Starlight T6S R10W S22,,Lode,,,Folder Contents,Contens;Starlight T6S R10W S22,Beaverhead,Beaverhead,Argenta,06S,10W,22,45.3042,-112.8239,,,Image;StillImage,image/jpeg,eng,"Near Butte, Finvalley, Bell, Discolor, Royal, Clipper, Eagle Prospect",,
starlight_t6s_r11w_s24001,Starlight_T6S_R11W_S24.jpg,Folder Contents,Starlight T6S R11W S24 Folder Contents,Starlight T6S R11W S24,,Lode,,,Folder Contents,Contens;Starlight T6S R11W S24,Beaverhead,Beaverhead,Argenta,06S,11W,24,45.2925,-112.8847,,,Image;StillImage,image/jpeg,eng,"Near Butte, Finvalley, Bell, Discolor, Royal, Clipper, Eagle Prospect",,
stone_creek001,Stone_Creek.jpg,Folder Contents,Stone Creek Folder Contents,Stone Creek,,,,,Folder Contents,Contens;Stone Creek,Beaverhead,Beaverhead,Wisdom,02S,13W,,45.69263,-113.19584,,,Image;StillImage,image/jpeg,eng,Stony Creek Gold Mining And Milling Company (In Folder),,
storm001,Storm.jpg,Folder Contents,Storm Folder Contents,Storm,1696,Lode,,,Folder Contents,Contens;Storm,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.4828,-113.0583,,,Image;StillImage,image/jpeg,eng,Storm,,
sunshine001,Sunshine.jpg,Folder Contents,Sunshine Folder Contents,Sunshine,,Lode,,,Folder Contents,Contens;Sunshine,Beaverhead,Beaverhead,Bloody Dick,10S,14W,5,45.0008,-113.3403,,,Image;StillImage,image/jpeg,eng,"Near Monument, Silver Bow, Jungfrau, Fair Play, Alpine Fraction, Baltic, Night Owl",,
sweeney_t13s_r12w_s1001,Sweeney_T13S_R12W_S1.jpg,Folder Contents,Sweeney T13S R12W S1 Folder Contents,Sweeney T13S R12W S1,,Lode,,,Folder Contents,Contens;Sweeney T13S R12W S1,Beaverhead,Beaverhead,Medicine Lodge,13S,12W,1,44.7269,-113.0106,,,Image;StillImage,image/jpeg,eng,Sweeney,,
sweeney_t7s_r12w_s22001,Sweeney_T7S_R12W_S22.jpg,Folder Contents,Sweeney T7S R12W S22 Folder Contents,Sweeney T7S R12W S22,,Lode,,,Folder Contents,Contens;Sweeney T7S R12W S22,Beaverhead,Beaverhead,Bald Mountain,07S,12W,22,45.2194,-113.0689,,,Image;StillImage,image/jpeg,eng,"A/K/A Owl No. 1 & 2, Bonanza  2",,
sylvia001,Sylvia.jpg,Folder Contents,Sylvia Folder Contents,Sylvia,,Lode,,,Folder Contents,Contens;Sylvia,Beaverhead,Beaverhead,Argenta,06S,11W,13,45.3047,-112.8908,,,Image;StillImage,image/jpeg,eng,And Sylvia Extension,,
telstar001,Telstar.jpg,Folder Contents,Telstar Folder Contents,Telstar,,Lode,,,Folder Contents,Contens;Telstar,Beaverhead,Beaverhead,Elkhorn,04S,12W,26,45.45685,-113.04994,,,Image;StillImage,image/jpeg,eng,Telstar,,
tender001,Tender.jpg,Folder Contents,Tender Folder Contents,Tender,,Lode,,,Folder Contents,Contens;Tender,Beaverhead,Beaverhead,Argenta,06S,11W,24,45.2969,-112.8911,,,Image;StillImage,image/jpeg,eng,Tender Group,,
thomas_paine001,Thomas_Paine.jpg,Folder Contents,Thomas Paine Folder Contents,Thomas Paine,9925,Lode,,,Folder Contents,Contens;Thomas Paine,Beaverhead,Beaverhead,Elkhorn,04S,12W,22,45.4724,-113.0692,,,Image;StillImage,image/jpeg,eng,"A/K/A Thomas Pane;  Arora, Red Sky; Montreal; Homestake; Mary",,
thunderbird_001,Thunderbird.jpg,Folder Contents,Thunderbird Folder Contents,Thunderbird,,Lode,,,Folder Contents,Contens;Thunderbird,Beaverhead,Beaverhead,Elkhorn,04S,12W,14,45.48459,-113.0451,,,Image;StillImage,image/jpeg,eng,Thunderbird,,
tiger001,Tiger.jpg,Folder Contents,Tiger Folder Contents,Tiger,,Lode,,,Folder Contents,Contens;Tiger,Beaverhead,Beaverhead,Elkhorn,04S,12W,23,45.4708,-113.0483,,,Image;StillImage,image/jpeg,eng,Tiger,,
trapper001,Trapper.jpg,Folder Contents,Trapper Folder Contents,Trapper,,Lode,,,Folder Contents,Contens;Trapper,Beaverhead,Beaverhead,Bryant,03S,11W,1,45.5986,-112.9139,,,Image;StillImage,image/jpeg,eng,"Near Franklin, Cleve Mines; Forest Queen Claim",,
trapper_creek001,Trapper_Creek.jpg,Folder Contents,Trapper Creek Folder Contents,Trapper Creek,,Lode,,,Folder Contents,Contens;Trapper Creek,Beaverhead,Beaverhead,Bryant,02S,09W,29,45.6399,-112.75149,,,Image;StillImage,image/jpeg,eng,A/K/A Atkinson Manganese,,
tri_state_minerals001,Tri_State_Minerals.jpg,Folder Contents,Tri State Minerals Folder Contents,Tri State Minerals,,Lode,,,Folder Contents,Contens;Tri State Minerals,Beaverhead,Beaverhead,Dillon,03S,11W,2,45.602727,-112.928933,,,Image;StillImage,image/jpeg,eng,Bought Out By C. Pfizer & Co.,,
true_blue_millsite001,True_Blue_Millsite.jpg,Folder Contents,True Blue Millsite Folder Contents,True Blue Millsite,,Lode,,,Folder Contents,Contens;True Blue Millsite,Beaverhead,Beaverhead,Hecla,03S,11W,2,45.602727,-112.928933,,,Image;StillImage,image/jpeg,eng,True Blue Millsite,,
true_dog_group001,True_Dog_Group.jpg,Folder Contents,True Dog Group Folder Contents,True Dog Group,,Placer,,,Folder Contents,Contens;True Dog Group,Beaverhead,Beaverhead,Ruby,12S,02W,22,44.77408,-111.83244,,,Image;StillImage,image/jpeg,eng,"Near Sage Hen, Franklin Delano Roosevelt, Gumbo Flats, Hiram, Major Minor, Mesa, Flossie, Minnie, Lenora, Diamond Jack, Handy Andy; Also In Madison County",,
true_fissure001,True_Fissure.jpg,Folder Contents,True Fissure Folder Contents,True Fissure,2234,Lode,,,Folder Contents,Contens;True Fissure,Beaverhead,Beaverhead,Bryant,03S,11W,2,45.6047,-112.9383,,,Image;StillImage,image/jpeg,eng,,,
tungsten_general001,Tungsten_General.jpg,Folder Contents,Tungsten General Folder Contents,Tungsten General,,Lode,,,Folder Contents,Contens;Tungsten General,Beaverhead,Beaverhead,Unorganized,,,,,,,,Image;StillImage,image/jpeg,eng,,,
tuscarora001,Tuscarora.jpg,Folder Contents,Tuscarora Folder Contents,Tuscarora,1920,Lode,,,Folder Contents,Contens;Tuscarora,Beaverhead,Beaverhead,Argenta,06S,10W,18,45.3128,-112.8736,,,Image;StillImage,image/jpeg,eng,"Governor Tilden, Wooley",,
tuxedo001,Tuxedo.jpg,Folder Contents,Tuxedo Folder Contents,Tuxedo,,Lode,,,Folder Contents,Contens;Tuxedo,Beaverhead,Beaverhead,Vipond Park,01S,11W,34,45.7114,-112.9344,,,Image;StillImage,image/jpeg,eng,Near Gray (Grey) Jockey Mine,,
ucon001,Ucon.jpg,Folder Contents,Ucon Folder Contents,Ucon,10088,Lode,,,Folder Contents,Contens;Ucon,Beaverhead,Beaverhead,Elkhorn,04S,12W,15,45.47917,-113.06069,,,Image;StillImage,image/jpeg,eng,"Near Simpson, Storm, Snowdrop, Elkhorn Claims",,
unnamed_manganese001,Unnamed_Manganese.jpg,Folder Contents,Unnamed Manganese Folder Contents,Unnamed Manganese,,Lode,,,Folder Contents,Contens;Unnamed Manganese,Beaverhead,Beaverhead,Unorganized,08S,08W,23,45.12332,-112.54883,,,Image;StillImage,image/jpeg,eng,,,
up_two001,Up_Two.jpg,Folder Contents,Up Two Folder Contents,Up Two,,Lode,,,Folder Contents,Contens;Up Two,Beaverhead,Beaverhead,Wisdom,03S,13W,8,45.58705,-113.23516,,,Image;StillImage,image/jpeg,eng,Up-Two,,
vanguard_group001,Vanguard_Group.jpg,Folder Contents,Vanguard Group Folder Contents,Vanguard Group,,Lode,,,Folder Contents,Contens;Vanguard Group,Beaverhead,Beaverhead,Polaris,06S,12W,6,45.3406,-113.1178,,,Image;StillImage,image/jpeg,eng,Vanguard Group,,
vilet001,Vilet.jpg,Folder Contents,Vilet Folder Contents,Vilet,9927,Lode,,,Folder Contents,Contens;Vilet,Beaverhead,Beaverhead,Elkhorn,04S,12W,22,46.0872,-113.07123,,,Image;StillImage,image/jpeg,eng,"Near Arora, Homestake, Mammoth, Mary Claims",,
virginia001,Virginia.jpg,Folder Contents,Virginia Folder Contents,Virginia,,Lode,,,Folder Contents,Contens;Virginia,Beaverhead,Beaverhead,Argenta,06S,11W,14,45.3119,112.9156,,,Image;StillImage,image/jpeg,eng,A/K/A Virginia Claim,,
virginia_gulch001,Virginia_Gulch.jpg,Folder Contents,Virginia Gulch Folder Contents,Virginia Gulch,,Lode,,,Folder Contents,Contens;Virginia Gulch,Beaverhead,Beaverhead,Argenta,06S,11W,15,45.315,112.9233,,,Image;StillImage,image/jpeg,eng,Virginia Gulch,,
volcanic_gold001,Volcanic_Gold.jpg,Folder Contents,Volcanic Gold Folder Contents,Volcanic Gold,,Lode,,,Folder Contents,Contens;Volcanic Gold,Beaverhead,Beaverhead,Blue Wing,07S,11W,27,45.1952,-112.93711,,,Image;StillImage,image/jpeg,eng,"Iron Mask; Near Del Monte, Kent Mines",,
wadams001,Wadams.jpg,Folder Contents,Wadams Folder Contents,Wadams,236,Lode,,,Folder Contents,Contens;Wadams,Beaverhead,Beaverhead,Bannack,08S,11W,7,45.1517,-112.9883,,,Image;StillImage,image/jpeg,eng,French Millsite,,
