objectid,filename,title,claim,claim number,claim type,creator,date,description,subject,location,county,district,latitude,longitude,township,range,section,source,identifier,type,format,language,associated names,rightsstatement,,,,
lula lode001,Lula Lode.jpg,Lula Lode Folder Contents,Lula Lode,4527,Lode,,,Folder Content Sheets,Contents; Lula Lode,Lula Lode,Jefferson,Basin,46.27352,-112.27196,06N,05W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
luxanburgh001,Luxanburgh.jpg,Luxanburgh Folder Contents,Luxanburgh,1524,Lode,,,Folder Content Sheets,Contents; Luxanburgh,Luxanburgh,Jefferson,Elkhorn,46.2728,-111.94128,06N,03W,14,,,Image;StillImage,image/jpeg,eng,1/2 Mi. East Of Elkhorn; Includes Monte Christo,,,,,
m & a001,M & A.jpg,M & A Folder Contents,M & A,9311,Lode,,,Folder Content Sheets,Contents; M & A,M & A,Jefferson,Basin,46.27288,-112.20745,06N,05W,15,,,Image;StillImage,image/jpeg,eng,,,,,,
madison001,Madison.jpg,Madison Folder Contents,Madison,,Lode,,,Folder Content Sheets,Contents; Madison,Madison,Jefferson,Alhambra,46.38667,-112.007,07N,03W,5,,,Image;StillImage,image/jpeg,eng,1/2 Mi. N. Of Silver Tip Mine; A/K/A Black Rock,,,,,
magdelena001,Magdelena.jpg,Magdelena Folder Contents,Magdelena,9016,Lode,,,Folder Content Sheets,Contents; Magdelena,Magdelena,Jefferson,Basin,46.4026,-112.2537,08N,05W,32,,,Image;StillImage,image/jpeg,eng,Magdelena,,,,,
maggie001,Maggie.jpg,Maggie Folder Contents,Maggie,,Lode,,,Folder Content Sheets,Contents; Maggie,Maggie,Jefferson,Clancy,46.493333,-111.985556,09N,03W,33,,,Image;StillImage,image/jpeg,eng,11/2 Mi. From Clancy,,,,,
mammoth001,Mammoth.jpg,Mammoth Folder Contents,Mammoth,,Lode,,,Folder Content Sheets,Contents; Mammoth,Mammoth,Jefferson,Clancy,45.6672,112.0133,08N,04W,35,,,Image;StillImage,image/jpeg,eng,Includes Legal Tender,,,,,
mantle001,Mantle.jpg,Mantle Folder Contents,Mantle,756,Lode,,,Folder Content Sheets,Contents; Mantle,Mantle,Jefferson,Basin,46.29012,-112.24201,06N,05W,9,,,Image;StillImage,image/jpeg,eng,Includes South Mantle; A/K/A Rock Of Ages,,,,,
marey an001,Marey An.jpg,Marey An Folder Contents,Marey An,9005,Lode,,,Folder Content Sheets,Contents; Marey An,Marey An,Jefferson,Cataract,-112.26798,-112.26798,07N,05W,18,,,Image;StillImage,image/jpeg,eng,"Near Comet, James, Holland, Alpine, Lincoln",,,,,
marguerite m.001,Marguerite M..jpg,Marguerite M. Folder Contents,Marguerite M.,8419,Lode,,,Folder Content Sheets,Contents; Marguerite M.,Marguerite M.,Jefferson,Basin,46.38717,-112.07614,07N,04W,2,,,Image;StillImage,image/jpeg,eng,3 Mi. No. Of Basin,,,,,
marquis001,Marquis.jpg,Marquis Folder Contents,Marquis,,Placer,,,Folder Content Sheets,Contents; Marquis,Marquis,Jefferson,Lowland,46.244,-112.4203,06N,07W,25,,,Image;StillImage,image/jpeg,eng,At Junction Of Lowland Creek & North Boulder Creek Join,,,,,
martinique001,Martinique.jpg,Martinique Folder Contents,Martinique,,Lode,,,Folder Content Sheets,Contents; Martinique,Martinique,Jefferson,Clancy,,,,,,,,Image;StillImage,image/jpeg,eng,Martinique,,,,,
mary ellen001,Mary Ellen.jpg,Mary Ellen Folder Contents,Mary Ellen,2819,Lode,,,Folder Content Sheets,Contents; Mary Ellen,Mary Ellen,Jefferson,Unorganized,46.0104,-112.4363,03N,07W,14,,,Image;StillImage,image/jpeg,eng,,,,,,
mary lou001,Mary Lou.jpg,Mary Lou Folder Contents,Mary Lou,,Lode,,,Folder Content Sheets,Contents; Mary Lou,Mary Lou,Jefferson,Clancy,46.431944,-112.0725,07N,04W,27,,,Image;StillImage,image/jpeg,eng,"Groups Includes Clancy Creek, Kaki, Lojemajo, Little Joe, Joan Alyce, A.C.V., E.R.V., Anne Lodes",,,,,
mary virginia001,Mary Virginia.jpg,Mary Virginia Folder Contents,Mary Virginia,,Lode,,,Folder Content Sheets,Contents; Mary Virginia,Mary Virginia,Jefferson,Basin,46.310556,-112.175,07N,05W,36,,,Image;StillImage,image/jpeg,eng,Part Of Rumley,,,,,
mastodon001,Mastodon.jpg,Mastodon Folder Contents,Mastodon,10576,Lode,,,Folder Content Sheets,Contents; Mastodon,Mastodon,Jefferson,Alhambra,46.36,-111.891944,07N,02W,17,,,Image;StillImage,image/jpeg,eng,Includes South Mastodon,,,,,
matchless001,Matchless.jpg,Matchless Folder Contents,Matchless,1634,Lode,,,Folder Content Sheets,Contents; Matchless,Matchless,Jefferson,Colorado,46.39083,-112.115,07N,04W,4,,,Image;StillImage,image/jpeg,eng,,,,,,
may & little sallie001,May & Little Sallie.jpg,May & Little Sallie Folder Contents,May & Little Sallie,,Lode,,,Folder Content Sheets,Contents; May & Little Sallie,May & Little Sallie,Jefferson,Colorado,46.386944,-112.171389,07N,05W,1,,,Image;StillImage,image/jpeg,eng,May & Little Sallie,,,,,
may lilly001,May Lilly.jpg,May Lilly Folder Contents,May Lilly,,Lode,,,Folder Content Sheets,Contents; May Lilly,May Lilly,Jefferson,Cataract,46.4175,-112.264,08N,05W,30,,,Image;StillImage,image/jpeg,eng,May Lilly,,,,,
mayflower001,Mayflower.jpg,Mayflower Folder Contents,Mayflower,,Lode,,,Folder Content Sheets,Contents; Mayflower,Mayflower,Jefferson,Amazon,46.31611,-112.111,07N,04W,5,,,Image;StillImage,image/jpeg,eng,A/K/A Midway,,,,,
mc cornick001,Mc Cornick.jpg,Mc Cornick Folder Contents,Mc Cornick,,Lode,,,Folder Content Sheets,Contents; Mc Cornick,Mc Cornick,Jefferson,Clancy,46.444444,-111.9475,08N,03W,14,,,Image;StillImage,image/jpeg,eng,A/K/A Mc Cormick; East Side Of Warm Springs Creek Valley,,,,,
mc kinley001,Mc Kinley.jpg,Mc Kinley Folder Contents,Mc Kinley,,Lode,,,Folder Content Sheets,Contents; Mc Kinley,Mc Kinley,Jefferson,Boulder,,,,,,,,Image;StillImage,image/jpeg,eng,Mc Kinley,,,,,
mccauley lead001,Mccauley Lead.jpg,Mccauley Lead Folder Contents,Mccauley Lead,,Lode,,,Folder Content Sheets,Contents; Mccauley Lead,Mccauley Lead,Jefferson,Boulder,46.113333,-112.025,04N,03W,7,,,Image;StillImage,image/jpeg,eng,Mccauley Lead,,,,,
mcclellan quarry001,Mcclellan Quarry.jpg,Mcclellan Quarry Folder Contents,Mcclellan Quarry,,Lode,,,Folder Content Sheets,Contents; Mcclellan Quarry,Mcclellan Quarry,Jefferson,Mcclellan,46.5521559,-111.905823,09N,03W,7,,,Image;StillImage,image/jpeg,eng,Mcclellan Quarry,,,,,
meadow001,Meadow.jpg,Meadow Folder Contents,Meadow,,Lode,,,Folder Content Sheets,Contents; Meadow,Meadow,Jefferson,Clancy,46.493056,-111.964722,09N,03W,34,,,Image;StillImage,image/jpeg,eng,Includes Hennepin Lode,,,,,
memphis001,Memphis.jpg,Memphis Folder Contents,Memphis,,Lode,,,Folder Content Sheets,Contents; Memphis,Memphis,Jefferson,Lowland,46.199167,-112.443889,05N,07W,11,,,Image;StillImage,image/jpeg,eng,1/2 Mi. Upstream From Ruby Mill,,,,,
meola001,Meola.jpg,Meola Folder Contents,Meola,,Lode,,,Folder Content Sheets,Contents; Meola,Meola,Jefferson,Whitetail,46.0104,-112.457,03N,07W,15,,,Image;StillImage,image/jpeg,eng,"Adjoins Anna, Silver Bow Placer, Contra Costa & Mum",,,,,
michigan001,Michigan.jpg,Michigan Folder Contents,Michigan,,Lode,,,Folder Content Sheets,Contents; Michigan,Michigan,Jefferson,N/A,,,,,,,,Image;StillImage,image/jpeg,eng,Michigan,,,,,
mid night001,Mid Night.jpg,Mid Night Folder Contents,Mid Night,,Lode,,,Folder Content Sheets,Contents; Mid Night,Mid Night,Jefferson,Homestake,45.926944,-112.031389,02N,03W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Midnight; 1/2 Mi. W Of Gold Flint On North Pay Rock,,,,,
midnight001,Midnight.jpg,Midnight Folder Contents,Midnight,6023,Lode,,,Folder Content Sheets,Contents; Midnight,Midnight,Jefferson,Whitehall,45.92713,-112.03033,02N,03W,18,,,Image;StillImage,image/jpeg,eng,,,,,,
midway001,Midway.jpg,Midway Folder Contents,Midway,,Lode,,,Folder Content Sheets,Contents; Midway,Midway,Jefferson,Amazon,46.38583,-112.124,07N,04W,5,,,Image;StillImage,image/jpeg,eng,A/K/A Mayflower,,,,,
minah001,Minah.jpg,Minah Folder Contents,Minah,286,Lode,,,Folder Content Sheets,Contents; Minah,Minah,Jefferson,Colorado,46.3633,-112.1292,07N,04W,8,,,Image;StillImage,image/jpeg,eng,"A/K/A Mina; Includes Iron Dollar, Annie B. Hillside, Kowa, San Pedro Lodes",,,,,
mineral_survey001,Mineral_Survey.jpg,Mineral_Survey Folder Contents,Mineral_Survey,,,,,Folder Content Sheets,Contents; Mineral_Survey,Mineral_Survey,Jefferson,Alhambra Aka Hot Springs/Golconda,46.3441,-111.96429,07N,03W,22,,,Image;StillImage,image/jpeg,eng,Elkhorn Wilderness Study Area,,,,,
mineral_survey001,Mineral_Survey.jpg,Mineral_Survey Folder Contents,Mineral_Survey,,,,,Folder Content Sheets,Contents; Mineral_Survey,Mineral_Survey,Jefferson,Boulder,46.03435,-111.799929,03N,02W,12,,,Image;StillImage,image/jpeg,eng,Black Sage Wilderness Study Area,,,,,
minerva001,Minerva.jpg,Minerva Folder Contents,Minerva,3998,Lode,,,Folder Content Sheets,Contents; Minerva,Minerva,Jefferson,Whitehall,45.92127,-112.0405,02N,04W,13,,,Image;StillImage,image/jpeg,eng,Includes Gem,,,,,
minneapolis001,Minneapolis.jpg,Minneapolis Folder Contents,Minneapolis,6897,Lode,,,Folder Content Sheets,Contents; Minneapolis,Minneapolis,Jefferson,Basin,46.30171,-112.23802,06N,05W,4,,,Image;StillImage,image/jpeg,eng,2.5 Mi. Ne From Basin On Big Limber Creek Road,,,,,
minnesota001,Minnesota.jpg,Minnesota Folder Contents,Minnesota,16,Lode,,,Folder Content Sheets,Contents; Minnesota,Minnesota,Jefferson,Colorado,46.38717,-112.12454,07N,04W,5,,,Image;StillImage,image/jpeg,eng,Includes Charlotte & Millsite,,,,,
mjm001,Mjm.jpg,Mjm Folder Contents,Mjm,,Placer,,,Folder Content Sheets,Contents; Mjm,Mjm,Jefferson,Lowland,46.2296,-112.4412,06N,07W,35,,,Image;StillImage,image/jpeg,eng,Mjm,,,,,
mockingbird001,Mockingbird.jpg,Mockingbird Folder Contents,Mockingbird,,Lode,,,Folder Content Sheets,Contents; Mockingbird,Mockingbird,Jefferson,Clancy,46.416667,-112.009722,08N,02W,29,,,Image;StillImage,image/jpeg,eng,Near Bell & Carbonate Chief,,,,,
molly mc gregor001,Molly Mc Gregor.jpg,Molly Mc Gregor Folder Contents,Molly Mc Gregor,,Lode,,,Folder Content Sheets,Contents; Molly Mc Gregor,Molly Mc Gregor,Jefferson,Boulder,46.29277,-112.15,06N,04W,7,,,Image;StillImage,image/jpeg,eng,"A/K/A Emma Bell, Aldolphus; From Boulder, 4 Mi. N On Boomerang Creek Road",,,,,
monarch001,Monarch.jpg,Monarch Folder Contents,Monarch,9269,Lode,,,Folder Content Sheets,Contents; Monarch,Monarch,Jefferson,Amazon,46.32208,-112.11226,07N,04W,28,,,Image;StillImage,image/jpeg,eng,"Adjoins Gray Goose, Robert Ingersoll",,,,,
monitor001,Monitor.jpg,Monitor Folder Contents,Monitor,,Lode,,,Folder Content Sheets,Contents; Monitor,Monitor,Jefferson,Elkhorn,,,,,,,,Image;StillImage,image/jpeg,eng,Also In Lewis & Clark County,,,,,
mono prospect001,Mono Prospect.jpg,Mono Prospect Folder Contents,Mono Prospect,6606,Lode,,,Folder Content Sheets,Contents; Mono Prospect,Mono Prospect,Jefferson,Basin,46.30017,-112.10718,06N,04W,4,,,Image;StillImage,image/jpeg,eng,Mono Prospect,,,,,
montana001,Montana.jpg,Montana Folder Contents,Montana,,Lode,,,Folder Content Sheets,Contents; Montana,Montana,Jefferson,Basin,46.3161,-112.1286,07N,04W,32,,,Image;StillImage,image/jpeg,eng,"Includes Hector, Victor, Adjoins Pay Rock, Golden Wreath",,,,,
montana001,Montana.jpg,Montana Folder Contents,Montana,,Lode,,,Folder Content Sheets,Contents; Montana,Montana,Jefferson,Clancy,46.46,-112.050556,08N,04W,12,,,Image;StillImage,image/jpeg,eng,"Includes Hector, Victor, Adjoins Pay Rock, Golden Wreath",,,,,
montana001,Montana.jpg,Montana Folder Contents,Montana,,Lode,,,Folder Content Sheets,Contents; Montana,Montana,Jefferson,Elk Park,46.17159,-112.33842,05N,06W,22,,,Image;StillImage,image/jpeg,eng,"Includes Hector, Victor, Adjoins Pay Rock, Golden Wreath",,,,,
montana city quarry001,Montana City Quarry.jpg,Montana City Quarry Folder Contents,Montana City Quarry,,Q,,,Folder Content Sheets,Contents; Montana City Quarry,Montana City Quarry,Jefferson,Montana City,46.5544,-111.9262,09N,03W,12,,,Image;StillImage,image/jpeg,eng,A/K/A Ash Grove (?),,,,,
montana consolidated001,Montana Consolidated.jpg,Montana Consolidated Folder Contents,Montana Consolidated,2594,Lode,,,Folder Content Sheets,Contents; Montana Consolidated,Montana Consolidated,Jefferson,Basin,46.29652,-112.19946,06N,05W,2,,,Image;StillImage,image/jpeg,eng,A/K/A High Ore,,,,,
montana mine001,Montana Mine.jpg,Montana Mine Folder Contents,Montana Mine,10630,Lode,,,Folder Content Sheets,Contents; Montana Mine,Montana Mine,Jefferson,Homestake,45.9553,112.395,02N,06W,6,,,Image;StillImage,image/jpeg,eng,,,,,,
montana tunnels001,Montana Tunnels.jpg,Montana Tunnels Folder Contents,Montana Tunnels,,Lode,,,Folder Content Sheets,Contents; Montana Tunnels,Montana Tunnels,Jefferson,Colorado,46.372222,-112.133333,07N,04W,8,,,Image;StillImage,image/jpeg,eng,Montana Tunnels,,,,,
monte carlo001,Monte Carlo.jpg,Monte Carlo Folder Contents,Monte Carlo,,Lode,,,Folder Content Sheets,Contents; Monte Carlo,Monte Carlo,Jefferson,Boulder,46.2175,-112.213,05N,05W,3,,,Image;StillImage,image/jpeg,eng,Saul'S Place,,,,,
monte christo001,Monte Christo.jpg,Monte Christo Folder Contents,Monte Christo,9194,Lode,,,Folder Content Sheets,Contents; Monte Christo,Monte Christo,Jefferson,Colorado,46.3961,-112.0939,07N,04W,3,,,Image;StillImage,image/jpeg,eng,Monte Christo,,,,,
montel001,Montel.jpg,Montel Folder Contents,Montel,,Lode,,,Folder Content Sheets,Contents; Montel,Montel,Jefferson,Basin,,,,,,,,Image;StillImage,image/jpeg,eng,Montel,,,,,
montreal star001,Montreal Star.jpg,Montreal Star Folder Contents,Montreal Star,,Lode,,,Folder Content Sheets,Contents; Montreal Star,Montreal Star,Jefferson,Lowland,46.2873,-112.212,06N,05W,10,,,Image;StillImage,image/jpeg,eng,Montreal Star,,,,,
moreau001,Moreau.jpg,Moreau Folder Contents,Moreau,2725,Lode,,,Folder Content Sheets,Contents; Moreau,Moreau,Jefferson,Elkhorn,46.27645,-111.94845,06N,03W,14,,,Image;StillImage,image/jpeg,eng,"Group Includes Peacock, Turkey",,,,,
morman jack001,Morman Jack.jpg,Morman Jack Folder Contents,Morman Jack,4403,Lode,,,Folder Content Sheets,Contents; Morman Jack,Morman Jack,Jefferson,Cataract,46.27119,-112.2964,06N,06W,13,,,Image;StillImage,image/jpeg,eng,,,,,,
morning001,Morning.jpg,Morning Folder Contents,Morning,8518,Lode,,,Folder Content Sheets,Contents; Morning,Morning,Jefferson,Cataract,46.365,-112.270556,07N,05W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Midnight Mine,,,,,
morning glory001,Morning Glory.jpg,Morning Glory Folder Contents,Morning Glory,,Lode,,,Folder Content Sheets,Contents; Morning Glory,Morning Glory,Jefferson,Basin,46.3178,-112.2436,07N,05W,33,,,Image;StillImage,image/jpeg,eng,At Junction Of Cataract Creek & Uncle Sam Gulch,,,,,
morning glory001,Morning Glory.jpg,Morning Glory Folder Contents,Morning Glory,,Lode,,,Folder Content Sheets,Contents; Morning Glory,Morning Glory,Jefferson,Homestake,45.95333,-112.395,02N,06W,6,,,Image;StillImage,image/jpeg,eng,At Junction Of Cataract Creek & Uncle Sam Gulch,,,,,
morning star001,Morning Star.jpg,Morning Star Folder Contents,Morning Star,,Lode,,,Folder Content Sheets,Contents; Morning Star,Morning Star,Jefferson,Basin,46.369722,-112.3525,07N,06W,9,,,Image;StillImage,image/jpeg,eng,"Includes Bobby Burns, Custer Mines",,,,,
moscow001,Moscow.jpg,Moscow Folder Contents,Moscow,,Lode,,,Folder Content Sheets,Contents; Moscow,Moscow,Jefferson,Pipestone,45.8387,-112.3575,01N,06W,16,,,Image;StillImage,image/jpeg,eng,,,,,,
motherell bar placer001,Motherell Bar Placer.jpg,Motherell Bar Placer Folder Contents,Motherell Bar Placer,1210,Placer,,,Folder Content Sheets,Contents; Motherell Bar Placer,Motherell Bar Placer,Jefferson,Unorganized,45.8241,-111.8782,01N,02W,20,,,Image;StillImage,image/jpeg,eng,,,,,,
mount thompson001,Mount Thompson.jpg,Mount Thompson Folder Contents,Mount Thompson,,Lode,,,Folder Content Sheets,Contents; Mount Thompson,Mount Thompson,Jefferson,Basin,46.314722,-112.22,07N,05W,34,,,Image;StillImage,image/jpeg,eng,Mount Thompson,,,,,
mountain chief001,Mountain Chief.jpg,Mountain Chief Folder Contents,Mountain Chief,,Lode,,,Folder Content Sheets,Contents; Mountain Chief,Mountain Chief,Jefferson,Basin,46.3164,-112.2289,07N,05W,33,,,Image;StillImage,image/jpeg,eng,2 1/2 Mi. N On Homestake Creek Road,,,,,
mountain chief001,Mountain Chief.jpg,Mountain Chief Folder Contents,Mountain Chief,,Lode,,,Folder Content Sheets,Contents; Mountain Chief,Mountain Chief,Jefferson,Homestake,45.960833,-112.031389,03N,07W,36,,,Image;StillImage,image/jpeg,eng,3 Mi. Nw Of Boulder Chief,,,,,
mountain queen001,Mountain Queen.jpg,Mountain Queen Folder Contents,Mountain Queen,,Lode,,,Folder Content Sheets,Contents; Mountain Queen,Mountain Queen,Jefferson,Whitetail,46.0719,-112.1935,04N,05W,26,,,Image;StillImage,image/jpeg,eng,Includes 'Jack' Mine,,,,,
mountain view001,Mountain View.jpg,Mountain View Folder Contents,Mountain View,8920,Lode,,,Folder Content Sheets,Contents; Mountain View,Mountain View,Jefferson,Clancy,46.344444,-112.09,07N,04W,22,,,Image;StillImage,image/jpeg,eng,Mountain View,,,,,
mt. washington001,Mt. Washington.jpg,Mt. Washington Folder Contents,Mt. Washington,,Lode,,,Folder Content Sheets,Contents; Mt. Washington,Mt. Washington,Jefferson,Colorado,46.360556,-112.136667,07N,04W,17,,,Image;StillImage,image/jpeg,eng,A/K/A Mt. Washington-Deer Tunnel & Homestake Shaft,,,,,
mum001,Mum.jpg,Mum Folder Contents,Mum,,Lode,,,Folder Content Sheets,Contents; Mum,Mum,Jefferson,Whitetail,46.0104,-112.457,03N,07W,15,,,Image;StillImage,image/jpeg,eng,"Adjoins Anna, Contra Costra, Mount Diablo, Evergreen, Johanna",,,,,
muskegon001,Muskegon.jpg,Muskegon Folder Contents,Muskegon,,Lode,,,Folder Content Sheets,Contents; Muskegon,Muskegon,Jefferson,Clancy,46.481944,-112.045278,08N,04W,1,,,Image;StillImage,image/jpeg,eng,A/K/A Muskeegan,,,,,
n.p. lode001,N.P. Lode.jpg,N.P. Lode Folder Contents,N.P. Lode,9528,Lode,,,Folder Content Sheets,Contents; N.P. Lode,N.P. Lode,Jefferson,Cataract,46.28888,-112.24388,06N,05W,9,,,Image;StillImage,image/jpeg,eng,,,,,,
nannie brown001,Nannie Brown.jpg,Nannie Brown Folder Contents,Nannie Brown,,Lode,,,Folder Content Sheets,Contents; Nannie Brown,Nannie Brown,Jefferson,Homestake,45.968611,-112.413056,03N,07W,35,,,Image;StillImage,image/jpeg,eng,Nannie Brown,,,,,
national001,National.jpg,National Folder Contents,National,5462,Lode,,,Folder Content Sheets,Contents; National,National,Jefferson,Unorganized,45.999,-112.3367,03N,06W,,,,Image;StillImage,image/jpeg,eng,,,,,,
nature's calcium001,Nature'S Calcium.jpg,Nature'S Calcium Folder Contents,Nature'S Calcium,,Lode,,,Folder Content Sheets,Contents; Nature'S Calcium,Nature'S Calcium,Jefferson,Little Pipestone,45.8824,-112.3158,02N,06W,35,,,Image;StillImage,image/jpeg,eng,Nature'S Calcium,,,,,
navarre001,Navarre.jpg,Navarre Folder Contents,Navarre,,Lode,,,Folder Content Sheets,Contents; Navarre,Navarre,Jefferson,Whitetail,45.996,-112.457,03N,07W,22,,,Image;StillImage,image/jpeg,eng,"Adjoins Hamburg No. 2, Combination, Otto, Bob Lode Claims",,,,,
nellie grant001,Nellie Grant.jpg,Nellie Grant Folder Contents,Nellie Grant,,Lode,,,Folder Content Sheets,Contents; Nellie Grant,Nellie Grant,Jefferson,Clancy,46.439444,-112.201667,08N,05W,14,,,Image;StillImage,image/jpeg,eng,Near Frohner Mine,,,,,
new bald eagle001,New Bald Eagle.jpg,New Bald Eagle Folder Contents,New Bald Eagle,,Lode,,,Folder Content Sheets,Contents; New Bald Eagle,New Bald Eagle,Jefferson,Big Foot,46.1322,112.2272,04N,05W,16,,,Image;StillImage,image/jpeg,eng,New Bald Eagle,,,,,
new cottage001,New Cottage.jpg,New Cottage Folder Contents,New Cottage,9948,Lode,,,Folder Content Sheets,Contents; New Cottage,New Cottage,Jefferson,Basin,46.29549,-112.23224,06N,05W,4,,,Image;StillImage,image/jpeg,eng,,,,,,
new deal001,New Deal.jpg,New Deal Folder Contents,New Deal,,Lode,,,Folder Content Sheets,Contents; New Deal,New Deal,Jefferson,Little Pipestone,45.95805,-112.241,02N,05W,4,,,Image;StillImage,image/jpeg,eng,On Dry Creek,,,,,
new discovery placer001,New Discovery Placer.jpg,New Discovery Placer Folder Contents,New Discovery Placer,65,Placer,,,Folder Content Sheets,Contents; New Discovery Placer,New Discovery Placer,Jefferson,Cataract,46.2729,-112.2537,06N,05W,16,,,Image;StillImage,image/jpeg,eng,,,,,,
new morning001,New Morning.jpg,New Morning Folder Contents,New Morning,,Lode,,,Folder Content Sheets,Contents; New Morning,New Morning,Jefferson,Boulder,46.200278,-112.131944,05N,04W,8,,,Image;StillImage,image/jpeg,eng,New Morning,,,,,
new stake001,New Stake.jpg,New Stake Folder Contents,New Stake,,Lode,,,Folder Content Sheets,Contents; New Stake,New Stake,Jefferson,Clancy,46.459722,-111.988333,08N,03W,9,,,Image;StillImage,image/jpeg,eng,New Stake,,,,,
new york001,New York.jpg,New York Folder Contents,New York,10418,Lode,,,Folder Content Sheets,Contents; New York,New York,Jefferson,Cataract,46.3305,-112.2328,07N,05W,28,,,Image;StillImage,image/jpeg,eng,,,,,,
new york dump001,New York Dump.jpg,New York Dump Folder Contents,New York Dump,,Lode,,,Folder Content Sheets,Contents; New York Dump,New York Dump,Jefferson,Basin,46.459722,-111.988333,06N,03W,9,,,Image;StillImage,image/jpeg,eng,New York Dump,,,,,
newburgh001,Newburgh.jpg,Newburgh Folder Contents,Newburgh,,Lode,,,Folder Content Sheets,Contents; Newburgh,Newburgh,Jefferson,Alhambra,46.415833,-111.8875,08N,02W,30,,,Image;StillImage,image/jpeg,eng,"Includes Ware Eagle, Bell, Humming Bird, Fleming, Carbonate Chief",,,,,
nez perce001,Nez Perce.jpg,Nez Perce Folder Contents,Nez Perce,,Lode,,,Folder Content Sheets,Contents; Nez Perce,Nez Perce,Jefferson,Lowlands,46.0865,112.3575,04N,06W,21,,,Image;StillImage,image/jpeg,eng,"Includes Blue, Flume, Moss Back, Speculator, North Star Lodes",,,,,
nickel001,Nickel.jpg,Nickel Folder Contents,Nickel,,Lode,,,Folder Content Sheets,Contents; Nickel,Nickel,Jefferson,Lowland,46.2008,-112.4412,05N,07W,11,,,Image;StillImage,image/jpeg,eng,"Includes Karla, Gold Hill, Itroler, Havana, 4Th Of July, Adelheid, Princess Lodes",,,,,
nickelodeon001,Nickelodeon.jpg,Nickelodeon Folder Contents,Nickelodeon,,Lode,,,Folder Content Sheets,Contents; Nickelodeon,Nickelodeon,Jefferson,Boulder,46.19888,-112.157,05N,04W,7,,,Image;StillImage,image/jpeg,eng,3 1/2 Mi. S. Of Boulder,,,,,
niki001,Niki.jpg,Niki Folder Contents,Niki,,Lode,,,Folder Content Sheets,Contents; Niki,Niki,Jefferson,Homestake,46.019722,-112.3975,03N,06W,18,,,Image;StillImage,image/jpeg,eng,A/K/A Lonnie Stevens,,,,,
north boulder001,North Boulder.jpg,North Boulder Folder Contents,North Boulder,3239,Lode,,,Folder Content Sheets,Contents; North Boulder,North Boulder,Jefferson,Lowland,46.26717,-112.42737,06N,07W,13,,,Image;StillImage,image/jpeg,eng,North Boulder,,,,,
north pacific001,North Pacific.jpg,North Pacific Folder Contents,North Pacific,,Lode,,,Folder Content Sheets,Contents; North Pacific,North Pacific,Jefferson,Basin,46.3161,-112.1703,07N,05W,36,,,Image;StillImage,image/jpeg,eng,Extension Of Rumley,,,,,
north sunlight001,North Sunlight.jpg,North Sunlight Folder Contents,North Sunlight,,Lode,,,Folder Content Sheets,Contents; North Sunlight,North Sunlight,Jefferson,Whitehall,45.919167,-112.014167,02N,03W,19,,,Image;StillImage,image/jpeg,eng,North Sunlight,,,,,
northern pacific001,Northern Pacific.jpg,Northern Pacific Folder Contents,Northern Pacific,,Lode,,,Folder Content Sheets,Contents; Northern Pacific,Northern Pacific,Jefferson,Colorado,46.37167,-112.108,07N,04W,9,,,Image;StillImage,image/jpeg,eng,West Side Of Alta Mtn,,,,,
obelisk001,Obelisk.jpg,Obelisk Folder Contents,Obelisk,2520,Lode,,,Folder Content Sheets,Contents; Obelisk,Obelisk,Jefferson,Basin,46.27136,-112.22103,06N,05W,15,,,Image;StillImage,image/jpeg,eng,1 1/2 Mi. E. Of Basin,,,,,
ohio-speculator001,OhioSpeculator.jpg,Ohio-Speculator Folder Contents,Ohio-Speculator,,Lode,,,Folder Content Sheets,Contents; Ohio-Speculator,Ohio-Speculator,Jefferson,Basin,46.44944,-112.41778,08N,07W,13,,,Image;StillImage,image/jpeg,eng,Ohio-Speculator,,,,,
old baldy001,Old Baldy.jpg,Old Baldy Folder Contents,Old Baldy,,Lode,,,Folder Content Sheets,Contents; Old Baldy,Old Baldy,Jefferson,Basin,46.421389,-112.286111,08N,06W,25,,,Image;StillImage,image/jpeg,eng,Old Baldy,,,,,
ore top001,Ore Top.jpg,Ore Top Folder Contents,Ore Top,,Lode,,,Folder Content Sheets,Contents; Ore Top,Ore Top,Jefferson,Basin,46.3017,-112.337,07N,06W,31,,,Image;StillImage,image/jpeg,eng,"Includes Snowshoe, Turtle, Rac, Dt Lodes",,,,,
oregon001,Oregon.jpg,Oregon Folder Contents,Oregon,7695,Lode,,,Folder Content Sheets,Contents; Oregon,Oregon,Jefferson,Unorganized,46.26361,-112.25548,06N,05W,20,,,Image;StillImage,image/jpeg,eng,,,,,,
orvana-lowland creek001,OrvanaLowland.jpg,Orvana-Lowland Creek Folder Contents,Orvana-Lowland Creek,,Placer,,,Folder Content Sheets,Contents; Orvana-Lowland Creek,Orvana-Lowland Creek,Jefferson,Lowland,,,,,,,,Image;StillImage,image/jpeg,eng,,,,,,
otto001,Otto.jpg,Otto Folder Contents,Otto,,Lode,,,Folder Content Sheets,Contents; Otto,Otto,Jefferson,Whitetail,45.993,-112.457,03N,07W,22,,,Image;StillImage,image/jpeg,eng,"Adjoins Navarre, Bob, Bear, Rex, Asa, Lucky Tom, Ada Lodes",,,,,
